,S_mean_std,A_mean_std,count,L2_norm
0,0.0027907132900664225,0.6564588009180168,100,78.33360819140094
1,0.0029594792894448107,0.6502500942375217,100,109.03166331904207
2,0.0024621374591177955,0.9832064197934384,96,273.65731172674145
3,0.002350265320142752,0.5308241907265682,100,75.08890376983784
4,0.0010608728748958247,0.2477399837843647,100,160.56559043316344
5,0.0019562640982028743,0.47163008929737077,100,126.98153523360092
6,0.0010543295626987907,0.2544360355830912,100,258.94512153726305
7,0.002167441476058952,0.4994083875261285,100,100.71356001889912
8,0.0010306134836225338,0.24321407250919108,100,115.4127605113942
9,0.0028008405320296215,0.6318121702626409,100,52.23299883355509
10,0.003400359430141088,1.0850914556184343,99,168.49725421048842
11,0.002702374985832357,0.7002943182980117,100,106.33663582558826
12,0.0011032730155842245,0.267603597574326,100,225.35132545463063
13,0.0035529647267285524,0.8253085285822821,100,87.71608173472946
14,0.002079590384410134,0.4716390417410141,100,71.56915456200188
15,0.0016170004510579626,0.37338522137346736,100,94.69453660438255
16,0.0019167522518664893,0.4716830554739853,100,95.98319521206406
17,0.0007878718460400714,0.1814792434071763,100,144.25209587949166
18,0.001008712220812934,0.24712588856619147,100,96.5751226828342
19,0.0014987672160331933,0.34429016118385436,100,67.1314144682101
20,0.003323274325899418,0.7706407417595047,99,91.0303809431849
21,0.0005737198181376083,0.13353010054788203,100,154.90243799163756
22,0.002027009708857526,0.461348006710063,100,61.61654465406013
23,0.0027356369709506507,0.8649055904138779,100,161.50501634394234
24,0.001128610097480681,0.27805498800748607,100,150.10867828412157
25,0.0007517259016789851,0.16105784629999728,100,142.46962360820055
26,0.0034069757809155345,0.7886141666888044,100,91.06271275022928
27,0.003114203043666013,0.7448792434252917,100,64.43637780252763
28,0.0033987581628563044,0.8036066145377717,100,78.63777022073556
29,0.0008910015284233735,0.22698592848171736,100,157.12210615321757
30,0.000955709432890164,0.22924975358213392,100,155.1862102243397
31,0.0024550961780290394,0.5618653359640109,100,80.1951451189445
32,0.001433036960126709,0.33020785365441224,100,161.44434656427015
33,0.0038214536595554184,0.9096777068385604,81,92.35998459480805
34,0.003460456489730556,0.8260154609247045,100,49.434115804289796
35,0.001638978830267808,0.4104571066045847,100,145.70906367389483
36,0.002721546165471497,0.6231276412483288,100,101.009740943155
37,0.0021320123429347765,0.5839896293925114,100,90.72355994736509
38,0.002625376234334417,0.680051904418275,100,76.44148884058714
39,0.00357873707390525,1.3389337755773778,95,135.60260453372445
40,0.002184071725544744,0.5316755120169493,100,60.46602937678677
41,0.002846219708197321,0.6853050925471943,99,79.90986071125332
42,0.003377876851677502,1.005405899083705,99,223.5931769691913
43,0.0013762429036033666,0.2928543105848512,100,80.2333229603372
44,0.0032280214686793,0.7000351731493473,100,67.01642735243499
45,0.003056226784471266,0.7206273277896165,99,55.62186025527779
46,0.0036916878083131715,1.0063839477495207,97,185.47403200390724
47,0.001768869332581037,0.45520928301833835,100,99.44528018507899
48,0.0010701760001611477,0.2440071416357642,100,140.1190159888592
49,0.003802749853397199,0.8755913558110855,99,53.93028778205167
50,0.0011519052729873126,0.2671592835546513,100,80.82631521196822
51,0.0025693122204042823,0.5998084729028056,100,94.9258620820522
52,0.0028065800425082243,0.6758079708689463,100,154.50066908190382
53,0.0011490508546458218,0.3846719651344307,100,213.57381429822732
54,0.003246909821352859,0.6573014507986769,98,31.85590543256038
55,0.0011599614150431465,0.2702404942584636,100,120.43176349656467
56,0.0031451939125992584,0.8388091430496869,99,56.92449909773743
57,0.001848425028162867,0.4333473063178544,100,58.06315518679517
58,0.002621408928974696,0.6025704510767216,100,229.09419621099838
59,0.0029981393322357393,0.6749248308435576,100,69.98634549721768
60,0.004011824265560373,1.1811506780800958,99,151.84033805250587
61,0.0022840617087333697,0.509630212148085,100,79.18707553002119
62,0.001823095503600567,0.42586538490534903,100,74.92391588895245
63,0.00317569015240358,0.792030781074939,98,83.45381145458656
64,0.0017589651696489745,0.5020473215702672,99,177.7449838212429
65,0.0022420236785055643,0.5751124147748853,100,115.75369698940693
66,0.004070720420710604,0.9176379614878141,96,63.6185484119368
67,0.0020756019223246713,0.5013288372291129,100,130.1011325852788
68,0.0015331191926401264,0.35045480582550337,100,123.55133343659378
69,0.0025961984660211983,0.6501180609054648,99,87.76596473816107
70,0.0021756259823290615,0.523122910526332,100,98.31249721657856
71,0.0017064698511818773,0.43685033458736244,100,105.47109011758835
72,0.0022714510400490585,0.5704303933525736,99,156.37772645091735
73,0.0036334051315969297,0.8809920621188514,94,70.73229460755981
74,0.0011322840875494968,0.2821981995309058,100,120.734341987323
75,0.0024810471783836634,0.6263568004067921,100,111.38381259912782
76,0.001637558721896493,0.3683194536959097,100,65.98228109117711
77,0.0035927847536546763,0.7840416179848437,100,53.76094189902586
78,0.0032277815868386713,0.7425169938709597,90,82.12960692783598
79,0.0033506160043734654,0.8258121284842728,91,87.98487868038545
80,0.0012852901316791963,0.3089115909335797,100,171.25904816548677
81,0.0018925047735188101,0.439306159528937,100,62.548352111587924
82,0.002235838245915165,0.5050225970526371,100,86.05043953671957
83,0.001808583628140182,0.45104789926045147,100,76.38801051140537
84,0.00394504951506295,0.8991815033305031,99,67.32483430309419
85,0.002797664641652604,0.8640715098271025,99,242.39919388620666
86,0.0035377074532916063,0.709729167964663,94,118.11976149096674
87,0.0034833946256798737,0.9020174619065069,87,125.12717301473045
88,0.0037100060728294327,1.0057429034359453,81,134.93580612893092
89,0.004038600651110656,0.972836254988317,79,80.17022202789428
90,0.003765535441563258,0.9212079992254015,55,74.27588193483096
