,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.004146042396491641,-0.00343936932486842,0.01218401170172136,0.003782367206898542,0.0019297152433464162,-0.0021566380404275847,0.0018926229866587057,-0.0019373766114969611,0.010854987351007124,0.015441938073618306,-0.0038635755592937616,-0.005422868646422577,0.006691078282374482,-0.005447596954133241,0.005704579450486583,0.005929035949843202,0.006518194175318427,-0.005680091661211571,-0.002759873551701656,0.002220676698358616
1,-0.0026503454475124816,-0.009522267210030393,0.0061533150059892815,-0.00023192290931991477,0.007748755433879168,0.0015687216829593927,0.005807672264288038,0.013728412854161152,0.005869433582839027,0.013355952422383037,-0.0028160423274964023,-0.009944249369145819,0.002400562769437536,-0.005065727394881132,0.002131084449905001,0.004857840464842461,0.00836471192324075,2.217390716698118e-05,-0.0003870411183693908,0.00541436774888665
2,0.0008092334572022169,-0.00465947024420134,0.007582367595398989,0.004635643285100614,0.0002479847591135854,0.00409719782346466,0.0025497509242606653,0.007022472861873724,0.004629899659999449,0.012035804462646535,-0.007818415560741764,-0.008470845618214772,0.009368752566762385,-0.00904828966487965,0.006480199100902111,0.0003798078127712061,-0.005730936600158863,0.00972325054997779,-0.008147610230324856,-0.005684096367141433
3,-0.0025921231072237234,-0.004088595135112106,0.003442595152400028,0.006172798226080438,0.006338479096876627,0.0012020942403927354,0.01141855784234446,0.018905498216584448,0.012014245555089937,0.02019987876984998,-0.002250630762170354,-0.006297722111288616,0.010551274125460829,-0.007604185539715761,0.004580468202383911,-0.0008645214936304133,0.003240810133123673,0.005122034770776352,0.0008493220201829756,-0.0029784204346645572
4,0.005564937622681457,-0.005888677168656672,-0.0006462314883884683,-0.004771144750962552,-0.0030930801643151346,0.002680025741650775,0.007981069732372956,-0.0036149874177226118,0.00511958294631823,-0.003966679920470498,-0.002569257523286917,-0.005242802035988073,-0.00475572374309875,0.003183504651636871,0.003995152811446482,-0.003667432096275432,-0.0014711625969297288,-0.015451207709833164,0.004441237297564562,-0.008223273532045603
5,0.007654116424754196,-0.010703969287426214,-0.010584152406964783,0.0013500817497108808,-0.001146299235848918,0.017290156267925377,-0.0017686718301703538,-0.008736620319449589,-0.0012953754196516113,-0.0010640672022500387,-0.014509771012712088,-0.013006089198941077,0.00027064334996733207,-0.0023552809744184647,0.0006940259721312017,-0.0063967804333257905,-0.005663422880644602,-0.00934117974363911,0.003794654304198238,-0.010738140008192516
6,0.0052873413789522915,0.0019341633440590508,-0.003214601749252507,0.014001096809082394,-0.007456558403580584,-3.0496764405980168e-05,0.006493900076176538,0.004572484265368746,0.0012309839215556059,-0.007639099661329162,-0.00439081891616732,-0.005318167387280914,0.004541553982399141,0.006131615171128816,0.008080329234395943,-0.008566472651886502,-0.007446108255922726,-0.007124282232761788,0.004238815430956013,0.04377354915442724
7,-0.0013540961721266178,-0.017490349852780016,0.010617456027348194,-0.0014628383924254096,0.005936617335034528,-0.0006784830073782058,0.006144055784283622,0.009089177161637464,0.002716934739773105,0.003883593408563494,-0.0051938514654708825,-0.007232733580196637,-0.0057434979316450955,-0.00494446994984585,-0.00012071693976975575,0.0017707522002116385,0.004357669859255188,-0.013609703708034276,0.007802726218002836,-0.00464767553174603
8,-0.0020886637678986836,-0.012432290976914586,0.015429058856238648,-0.006704844291173502,-0.005514938229862138,0.0025207609226027207,0.004850741732700436,0.0024578428263166223,0.0017231457711775944,0.013677727640934787,-0.0029587172305558023,-0.008626886229367265,0.011240224593135369,-0.008680758153986182,-0.001152402092282386,-0.0028006108596578564,0.00015412209005270374,-0.016180992668607282,-0.0034492397339271623,-0.010008866825540481
9,-0.008145689698815732,-0.01536712189230968,-0.0070228242104758195,-0.004819697526258782,0.002332815029377723,0.009070179556987473,0.007848234201339503,-0.005460774138365143,-0.0028931828753149757,-0.0035600894050167773,-0.0014146822468258497,-0.010980691080072208,0.011843027249272902,0.0038461320841263135,0.008791882397811573,-0.0003646323765675337,-0.0027050691532107614,-0.015028935722496624,0.003454625012811006,-0.007680855393289071
10,0.0023385534523255925,-0.004501820746117636,-0.012240708439408408,0.002365816641808577,-0.005307504201061911,0.02242552545045134,-0.0010734155413241065,-0.00381173333537317,-0.00259639924332678,-0.0023839774179207555,-0.005266057474077685,-0.009181374820258808,-0.003225596361465664,-0.0033920289354769915,-0.0030817748385486054,3.040010469792696e-05,-0.00046458117694772344,-0.01056600340112682,0.002765304642449424,-0.016432141797801492
11,0.002870811589563672,-0.012785553009700665,-0.01251555841385313,0.009060754006963349,-0.0029113118360567626,0.02317316064592052,-0.0008051578811652492,-0.006908674151202688,-0.006827752472442579,0.010295768942461134,-0.006853323574071918,0.0010323025994207577,0.014562549556040381,-0.005797461771720822,0.008995432992538995,-0.002098622210405599,-0.006356871928661853,-0.029438536598700344,-0.00023567731536420166,-0.00284965915816847
12,0.007795280806042446,0.0072749343396991935,0.02882609568747206,0.005393810140005311,-0.008367296920921433,-0.0008744046259612331,-0.004485855236213292,-0.007779779665124079,-0.0008794540103456944,-0.007686790451780492,-0.0033013737460474753,-0.009683263495427186,0.0161148469305605,-0.005807429836577294,0.01047913399492794,-0.0005758913671478757,-0.002127068199204128,-0.03362521881145965,0.0008241124313365029,0.00013189870975497485
13,0.0010378566522352074,-0.009244469661358494,0.0049335602006625005,-0.003859428994863489,0.003752282663755026,0.03640662061384691,-0.0026987294961938763,0.0009577025502184838,0.010849853995142482,-0.021082803050671187,-0.002774233941960554,0.006622848501028778,0.008545393925559234,-0.000198827873489845,0.004331618428929376,-0.0046353382428183515,0.01841991025615827,-0.02522250301430516,-0.01111979306830862,0.004734530493834222
